pm_id,store,unit_serial,batch,photos_before,photos_after,photo_change,note_added,corrected_pdf
168,PetSmart US #2715,303122,June (invoice #170015),PetSmart_US__2715_303122_20260617_photo_1_1781717648438.jpg,PetSmart_US__2715_270575_20260617_photo_2_1781717471852.jpg|PetSmart_US__2715_303122_20260617_photo_1_1781717648438.jpg,True,True,PetSmart_US__2715_303122_20260617_1781717648438_CORRECTED_20260826.pdf
169,PetSmart US #2715,270566,June (invoice #170015),PetSmart_US__2715_270566_20260617_photo_1_1781717917374.jpg|PetSmart_US__2715_270566_20260617_photo_2_1781717917374.jpg,PetSmart_US__2715_270575_20260617_photo_4_1781717471852.jpg|PetSmart_US__2715_270566_20260617_photo_1_1781717917374.jpg|PetSmart_US__2715_270566_20260617_photo_2_1781717917374.jpg,True,True,PetSmart_US__2715_270566_20260617_1781717917374_CORRECTED_20260826.pdf
170,PetSmart US #59,4815328,June (invoice #170015),PetSmart_US__59_4815328_20260617_photo_1_1781718903227.jpg|PetSmart_US__59_4815328_20260617_photo_2_1781718903227.jpg,PetSmart_US__59_4815328_20260617_photo_1_1781718903227.jpg|PetSmart_US__59_4815328_20260617_photo_2_1781718903227.jpg,False,True,
171,PetSmart US #59,4815328,June (invoice #170015),PetSmart_US__59_4815328_20260617_photo_1_1781719757049.jpg|PetSmart_US__59_4815328_20260617_photo_2_1781719757049.jpg,PetSmart_US__59_4815328_20260617_photo_1_1781719757049.jpg|PetSmart_US__59_4815328_20260617_photo_2_1781719757049.jpg,False,True,
172,PetSmart US #59,209611,June (invoice #170015),PetSmart_US__59_209611_20260617_photo_1_1781719984443.jpg|PetSmart_US__59_209611_20260617_photo_2_1781719984443.jpg,PetSmart_US__59_209611_20260617_photo_1_1781719984443.jpg|PetSmart_US__59_209611_20260617_photo_2_1781719984443.jpg,False,False,
173,Safeway Northern California #1953,304933,June (invoice #170015),Safeway_Northern_California__1_304933_20260617_photo_1_1781720879402.jpg|Safeway_Northern_California__1_304933_20260617_photo_2_1781720879402.jpg|Safeway_Northern_California__1_304933_20260617_photo_3_1781720879402.jpg,Safeway_Northern_California__1_304933_20260617_photo_2_1781720879402.jpg|Safeway_Northern_California__1_304933_20260617_photo_3_1781720879402.jpg,True,True,
174,Safeway Northern California #1953,304984,June (invoice #170015),Safeway_Northern_California__1_304984_20260617_photo_1_1781721128969.jpg,Safeway_Northern_California__1_304933_20260617_photo_1_1781720879402.jpg|Safeway_Northern_California__1_304984_20260617_photo_1_1781721128969.jpg,True,True,Safeway_Northern_California__1_304984_20260617_1781721128969_CORRECTED_20260826.pdf
175,Whole Foods Market #10547-DUN,11101263,June (invoice #170015),Whole_Foods_Market__10547_DUN_11101263_20260617_photo_1_1781722311817.jpg|Whole_Foods_Market__10547_DUN_11101263_20260617_photo_2_1781722311817.jpg,Whole_Foods_Market__10547_DUN_11101263_20260617_photo_1_1781722311817.jpg|Whole_Foods_Market__10547_DUN_11101263_20260617_photo_2_1781722311817.jpg,False,False,
176,Target #328,10540852,June (invoice #170015),Target__328_10540852_20260617_photo_1_1781723602416.jpg|Target__328_10540852_20260617_photo_2_1781723602416.jpg|Target__328_10540852_20260617_photo_3_1781723602416.jpg,Target__328_10540852_20260617_photo_1_1781723602416.jpg|Target__328_10540852_20260617_photo_2_1781723602416.jpg|Target__328_10540852_20260617_photo_3_1781723602416.jpg,False,False,
177,Safeway Northern California #1953,304933,June (invoice #170015),Safeway_Northern_California__1_304933_20260617_photo_1_1781724043895.jpg|Safeway_Northern_California__1_304933_20260617_photo_2_1781724043895.jpg|Safeway_Northern_California__1_304933_20260617_photo_3_1781724043895.jpg,Safeway_Northern_California__1_304933_20260617_photo_1_1781724043895.jpg|Safeway_Northern_California__1_304933_20260617_photo_2_1781724043895.jpg|Safeway_Northern_California__1_304933_20260617_photo_3_1781724043895.jpg,False,False,
178,Safeway Northern California #1257,304999,June (invoice #170015),Safeway_Northern_California__1_304999_20260617_photo_1_1781725979449.jpg|Safeway_Northern_California__1_304999_20260617_photo_2_1781725979449.jpg|Safeway_Northern_California__1_304999_20260617_photo_3_1781725979449.jpg|Safeway_Northern_California__1_304999_20260617_photo_4_1781725979449.jpg,Safeway_Northern_California__1_304999_20260617_photo_1_1781725979449.jpg|Safeway_Northern_California__1_304999_20260617_photo_3_1781725979449.jpg|Safeway_Northern_California__1_304999_20260617_photo_4_1781725979449.jpg,True,True,
179,Safeway Northern California #1257,304999,June (invoice #170015),Safeway_Northern_California__1_304999_20260617_photo_1_1781726532222.jpg,Safeway_Northern_California__1_304999_20260617_photo_1_1781726532222.jpg,False,False,
180,Safeway Northern California #969,305983,June (invoice #170015),Safeway_Northern_California__9_305983_20260617_photo_1_1781726720430.jpg|Safeway_Northern_California__9_305983_20260617_photo_2_1781726720430.jpg,Safeway_Northern_California__1_309097_20260731_photo_1_1785458157526.jpg|Safeway_Northern_California__9_305983_20260617_photo_1_1781726720430.jpg|Safeway_Northern_California__9_305983_20260617_photo_2_1781726720430.jpg,True,True,Safeway_Northern_California__9_305983_20260617_1781726720430_CORRECTED_20260826.pdf
181,Safeway Northern California #1257,305415,June (invoice #170015),Safeway_Northern_California__1_305415_20260617_photo_1_1781726845594.jpg|Safeway_Northern_California__1_305415_20260617_photo_2_1781726845594.jpg,Safeway_Northern_California__1_304999_20260617_photo_2_1781725979449.jpg|Safeway_Northern_California__1_305415_20260617_photo_1_1781726845594.jpg|Safeway_Northern_California__1_305415_20260617_photo_2_1781726845594.jpg,True,True,Safeway_Northern_California__1_305415_20260617_1781726845594_CORRECTED_20260826.pdf
182,Petco #1337,312351,June (invoice #170015),Petco__1337_312351_20260617_photo_1_1781727294163.jpg|Petco__1337_312351_20260617_photo_2_1781727294163.jpg|Petco__1337_312351_20260617_photo_3_1781727294163.jpg|Petco__1337_312351_20260617_photo_4_1781727294163.jpg|Petco__1337_312351_20260617_photo_5_1781727294163.jpg,Petco__1337_312351_20260617_photo_1_1781727294163.jpg|Petco__1337_312351_20260617_photo_3_1781727294163.jpg|Petco__1337_312351_20260617_photo_4_1781727294163.jpg|Petco__1337_312351_20260617_photo_5_1781727294163.jpg,True,True,
183,Petco #1337,242463,June (invoice #170015),Petco__1337_242463_20260617_photo_1_1781727516381.jpg|Petco__1337_242463_20260617_photo_2_1781727516381.jpg|Petco__1337_242463_20260617_photo_3_1781727516381.jpg,Petco__1337_312351_20260617_photo_2_1781727294163.jpg|Petco__1337_242463_20260617_photo_1_1781727516381.jpg|Petco__1337_242463_20260617_photo_2_1781727516381.jpg|Petco__1337_242463_20260617_photo_3_1781727516381.jpg,True,True,Petco__1337_242463_20260617_1781727516381_CORRECTED_20260826.pdf
184,Petco #1337,242462,June (invoice #170015),Petco__1337_242462_20260617_photo_1_1781727739252.jpg,Petco__1337_242462_20260617_photo_1_1781727739252.jpg,False,False,
185,Unleashed By Petco #5301,191641,June (invoice #170015),Unleashed_By_Petco__5301_191641_20260625_photo_1_1782409220832.jpg|Unleashed_By_Petco__5301_191641_20260625_photo_2_1782409220832.jpg|Unleashed_By_Petco__5301_191641_20260625_photo_3_1782409220832.jpg|Unleashed_By_Petco__5301_191641_20260625_photo_4_1782409220832.jpg,Unleashed_By_Petco__5301_191641_20260625_photo_2_1782409220832.jpg|Unleashed_By_Petco__5301_191641_20260625_photo_3_1782409220832.jpg|Unleashed_By_Petco__5301_191641_20260625_photo_4_1782409220832.jpg,True,True,
186,Unleashed By Petco #5301,243603,June (invoice #170015),Unleashed_By_Petco__5301_243603_20260625_photo_1_1782409482798.jpg|Unleashed_By_Petco__5301_243603_20260625_photo_2_1782409482798.jpg,Unleashed_By_Petco__5301_191641_20260625_photo_1_1782409220832.jpg|Unleashed_By_Petco__5301_243603_20260625_photo_1_1782409482798.jpg|Unleashed_By_Petco__5301_243603_20260625_photo_2_1782409482798.jpg,True,True,Unleashed_By_Petco__5301_243603_20260625_1782409482798_CORRECTED_20260826.pdf
187,Nugget Market #5,10108991,June (invoice #170015),Nugget_Market__5_10108991_20260625_photo_1_1782410076059.jpg|Nugget_Market__5_10108991_20260625_photo_2_1782410076059.jpg,Nugget_Market__5_10108991_20260625_photo_1_1782410076059.jpg|Nugget_Market__5_10108991_20260625_photo_2_1782410076059.jpg,False,True,
188,Incredible Pets #2401392,10186474,June (invoice #170015),Incredible_Pets__2401392_10186474_20260625_photo_1_1782410874035.jpg|Incredible_Pets__2401392_10186474_20260625_photo_2_1782410874035.jpg|Incredible_Pets__2401392_10186474_20260625_photo_3_1782410874035.jpg|Incredible_Pets__2401392_10186474_20260625_photo_4_1782410874035.jpg|Incredible_Pets__2401392_10186474_20260625_photo_5_1782410874035.jpg,Incredible_Pets__2401392_10186474_20260625_photo_1_1782410874035.jpg|Incredible_Pets__2401392_10186474_20260625_photo_2_1782410874035.jpg|Incredible_Pets__2401392_10186474_20260625_photo_3_1782410874035.jpg|Incredible_Pets__2401392_10186474_20260625_photo_4_1782410874035.jpg|Incredible_Pets__2401392_10186474_20260625_photo_5_1782410874035.jpg,False,False,
189,Food Maxx #488,10523828,June (invoice #170015),Food_Maxx__488_10523828_20260625_photo_1_1782411890442.jpg|Food_Maxx__488_10523828_20260625_photo_2_1782411890442.jpg|Food_Maxx__488_10523828_20260625_photo_3_1782411890442.jpg,Food_Maxx__488_10523828_20260625_photo_1_1782411890442.jpg|Food_Maxx__488_10523828_20260625_photo_2_1782411890442.jpg|Food_Maxx__488_10523828_20260625_photo_3_1782411890442.jpg,False,True,
190,Food Maxx #488,10512609-1,June (invoice #170015),,,False,True,
191,Food Maxx #488,10512609-1,June (invoice #170015),Food_Maxx__488_10512609-1_20260625_photo_1_1782412010180.jpg|Food_Maxx__488_10512609-1_20260625_photo_2_1782412010180.jpg,Food_Maxx__488_10512609-1_20260625_photo_1_1782412010180.jpg|Food_Maxx__488_10512609-1_20260625_photo_2_1782412010180.jpg,False,True,
192,Bel-Air #506,9335627,June (invoice #170015),,,False,True,
193,Bel-Air #514,10737505,June (invoice #170015),Bel_Air__514_10737505_20260625_photo_1_1782413231845.jpg|Bel_Air__514_10737505_20260625_photo_2_1782413231845.jpg,Bel_Air__514_10737505_20260625_photo_1_1782413231845.jpg|Bel_Air__514_10737505_20260625_photo_2_1782413231845.jpg,False,True,
194,Bel-Air #514,10720811,June (invoice #170015),Bel_Air__514_10720811_20260625_photo_1_1782413654370.jpg|Bel_Air__514_10720811_20260625_photo_2_1782413654370.jpg,Bel_Air__514_10720811_20260625_photo_1_1782413654370.jpg|Bel_Air__514_10720811_20260625_photo_2_1782413654370.jpg,False,True,
195,Raleys Internet Store #406,8734060,June (invoice #170015),Raleys_Internet_Store__406_8734060_20260625_photo_1_1782414374855.jpg,Raleys_Internet_Store__406_8734060_20260625_photo_1_1782414374855.jpg,False,True,
196,Raleys #415,9716897,June (invoice #170015),Raleys__415_9716897_20260625_photo_1_1782415188960.jpg|Raleys__415_9716897_20260625_photo_2_1782415188960.jpg,Raleys__415_9716897_20260625_photo_1_1782415188960.jpg|Raleys__415_9716897_20260625_photo_2_1782415188960.jpg,False,False,
197,Raleys #415,10115005,June (invoice #170015),Raleys__415_10115005_20260625_photo_1_1782415366141.jpg|Raleys__415_10115005_20260625_photo_2_1782415366141.jpg,Raleys__415_10115005_20260625_photo_1_1782415366141.jpg|Raleys__415_10115005_20260625_photo_2_1782415366141.jpg,False,True,
198,Pets Paradise,5022149,June (invoice #170015),Pets_Paradise_5022149_20260625_photo_1_1782415797783.jpg,Pets_Paradise_5022149_20260625_photo_1_1782415797783.jpg,False,True,
199,PetSmart US #2466,194256,June (invoice #170015),PetSmart_US__2466_194256_20260625_photo_1_1782416984602.jpg|PetSmart_US__2466_194256_20260625_photo_2_1782416984602.jpg,PetSmart_US__2466_194256_20260625_photo_1_1782416984602.jpg|PetSmart_US__2466_194256_20260625_photo_2_1782416984602.jpg,False,False,
200,PetSmart US #2466,205259,June (invoice #170015),PetSmart_US__2466_205259_20260625_photo_1_1782417642191.jpg|PetSmart_US__2466_205259_20260625_photo_2_1782417642191.jpg|PetSmart_US__2466_205259_20260625_photo_3_1782417642191.jpg,PetSmart_US__2466_205259_20260625_photo_1_1782417642191.jpg|PetSmart_US__2466_205259_20260625_photo_2_1782417642191.jpg|PetSmart_US__2466_205259_20260625_photo_3_1782417642191.jpg,False,False,
201,Walmart US #2735,300025,June (invoice #170015),Walmart_US__2735_300025_20260625_photo_1_1782418524881.jpg|Walmart_US__2735_300025_20260625_photo_2_1782418524881.jpg|Walmart_US__2735_300025_20260625_photo_3_1782418524881.jpg,Walmart_US__2735_300025_20260625_photo_1_1782418524881.jpg|Walmart_US__2735_300025_20260625_photo_3_1782418524881.jpg,True,True,
202,Walmart US #2464,300027,June (invoice #170015),Walmart_US__2464_300027_20260625_photo_1_1782418585734.jpg|Walmart_US__2464_300027_20260625_photo_2_1782418585734.jpg|Walmart_US__2464_300027_20260625_photo_3_1782418585734.jpg,Walmart_US__2735_300025_20260625_photo_2_1782418524881.jpg|Walmart_US__2464_300027_20260625_photo_1_1782418585734.jpg|Walmart_US__2464_300027_20260625_photo_2_1782418585734.jpg|Walmart_US__2464_300027_20260625_photo_3_1782418585734.jpg,True,True,Walmart_US__2464_300027_20260625_1782418585734_CORRECTED_20260826.pdf
203,Walmart US #2735,300025,June (invoice #170015),Walmart_US__2735_300025_20260625_photo_1_1782418727749.jpg|Walmart_US__2735_300025_20260625_photo_2_1782418727749.jpg|Walmart_US__2735_300025_20260625_photo_3_1782418727749.jpg,Walmart_US__2735_300025_20260625_photo_1_1782418727749.jpg|Walmart_US__2735_300025_20260625_photo_2_1782418727749.jpg|Walmart_US__2735_300025_20260625_photo_3_1782418727749.jpg,False,True,
204,Target #1527,10567883,June (invoice #170015),Target__1527_10567883_20260625_photo_1_1782419925179.jpg|Target__1527_10567883_20260625_photo_2_1782419925179.jpg,Target__1527_10567883_20260625_photo_1_1782419925179.jpg|Target__1527_10567883_20260625_photo_2_1782419925179.jpg,False,False,
205,Target #1527,9465105,June (invoice #170015),Target__1527_9465105_20260625_photo_1_1782420340303.jpg|Target__1527_9465105_20260625_photo_2_1782420340303.jpg,Target__1527_9465105_20260625_photo_1_1782420340303.jpg|Target__1527_9465105_20260625_photo_2_1782420340303.jpg,False,False,
206,Petsmart US #2237,M032650,June (invoice #170015),Petsmart_US__2237_M032650_20260625_photo_1_1782422347851.jpg|Petsmart_US__2237_M032650_20260625_photo_2_1782422347851.jpg,Petsmart_US__2237_281234_20260625_photo_2_1782422963174.jpg|Petsmart_US__2237_M032650_20260625_photo_2_1782422347851.jpg,True,True,Petsmart_US__2237_M032650_20260625_1782422347851_CORRECTED_20260826.pdf
207,Petsmart US #2237,281234,June (invoice #170015),Petsmart_US__2237_281234_20260625_photo_1_1782422726953.jpg|Petsmart_US__2237_281234_20260625_photo_2_1782422726953.jpg,Petsmart_US__2237_M032650_20260625_photo_1_1782422347851.jpg|Petsmart_US__2237_281234_20260625_photo_2_1782422726953.jpg,True,True,Petsmart_US__2237_281234_20260625_1782422726953_CORRECTED_20260826.pdf
208,Petsmart US #2237,281234,June (invoice #170015),Petsmart_US__2237_281234_20260625_photo_1_1782422963174.jpg|Petsmart_US__2237_281234_20260625_photo_2_1782422963174.jpg,Petsmart_US__2237_281234_20260625_photo_1_1782422963174.jpg,True,True,
209,Petsmart US #2237,298990,June (invoice #170015),Petsmart_US__2237_298990_20260625_photo_1_1782423109738.jpg|Petsmart_US__2237_298990_20260625_photo_2_1782423109738.jpg,Petsmart_US__2237_281234_20260625_photo_1_1782422726953.jpg|Petsmart_US__2237_298990_20260625_photo_1_1782423109738.jpg|Petsmart_US__2237_298990_20260625_photo_2_1782423109738.jpg,True,True,Petsmart_US__2237_298990_20260625_1782423109738_CORRECTED_20260826.pdf
210,Foods Co #532,11162207,June (invoice #170015),Foods_Co__532_11162207_20260625_photo_1_1782424447704.jpg|Foods_Co__532_11162207_20260625_photo_2_1782424447704.jpg,Foods_Co__532_11162207_20260625_photo_1_1782424447704.jpg,True,True,
211,Foods Co #532,10715415,June (invoice #170015),Foods_Co__532_10715415_20260625_photo_1_1782424610390.jpg|Foods_Co__532_10715415_20260625_photo_2_1782424610390.jpg,Foods_Co__532_11162207_20260625_photo_2_1782424447704.jpg|Foods_Co__532_10715415_20260625_photo_1_1782424610390.jpg|Foods_Co__532_10715415_20260625_photo_2_1782424610390.jpg,True,True,Foods_Co__532_10715415_20260625_1782424610390_CORRECTED_20260826.pdf
212,Food Maxx #464,11177388,June (invoice #170015),Food_Maxx__464_11177388_20260625_photo_1_1782425029870.jpg|Food_Maxx__464_11177388_20260625_photo_2_1782425029870.jpg|Food_Maxx__464_11177388_20260625_photo_3_1782425029870.jpg,Food_Maxx__464_11177388_20260625_photo_1_1782425029870.jpg|Food_Maxx__464_11177388_20260625_photo_2_1782425029870.jpg|Food_Maxx__464_11177388_20260625_photo_3_1782425029870.jpg,False,True,
213,Costco #464,317018,June (invoice #170015),Costco__464_317018_20260625_photo_1_1782426809636.jpg|Costco__464_317018_20260625_photo_2_1782426809636.jpg|Costco__464_317018_20260625_photo_3_1782426809636.jpg,Costco__464_317018_20260625_photo_1_1782426809636.jpg|Costco__464_317018_20260625_photo_2_1782426809636.jpg|Costco__464_317018_20260625_photo_3_1782426809636.jpg,False,True,
214,Sam's Club #6622,M158107,June (invoice #170015),Sam_s_Club__6622_M158107_20260625_photo_1_1782428322633.jpg|Sam_s_Club__6622_M158107_20260625_photo_2_1782428322633.jpg,Sam_s_Club__6622_M158107_20260625_photo_1_1782428322633.jpg|Sam_s_Club__6622_M158107_20260625_photo_2_1782428322633.jpg,False,False,
215,Save Mart #619,10892472,June (invoice #170015),Save_Mart__619_10892472_20260625_photo_1_1782429309113.jpg,Save_Mart__619_10892472_20260625_photo_1_1782429309113.jpg,False,True,
216,Save Mart #619,10905317,June (invoice #170015),Save_Mart__619_10905317_20260625_photo_1_1782429360563.jpg,Save_Mart__619_10905317_20260625_photo_1_1782429360563.jpg,False,True,
217,Foods Co #371,11162213,June (invoice #170015),Foods_Co__371_11162213_20260625_photo_1_1782430159745.jpg,Foods_Co__371_11162213_20260625_photo_1_1782430159745.jpg,False,True,
218,Walmart US #3081,9659069,June (invoice #170015),Walmart_US__3081_9659069_20260625_photo_1_1782430263536.jpg|Walmart_US__3081_9659069_20260625_photo_3_1782430263536.jpg,Walmart_US__3081_9659069_20260625_photo_1_1782430263536.jpg|Walmart_US__3081_9659069_20260625_photo_3_1782430263536.jpg,False,True,
219,Safeway Northern California #1289,304909,June (invoice #170015),Safeway_Northern_California__1_304909_20260625_photo_1_1782431217527.jpg|Safeway_Northern_California__1_304909_20260625_photo_2_1782431217527.jpg,Safeway_Northern_California__1_304909_20260625_photo_1_1782431217527.jpg|Safeway_Northern_California__1_304909_20260625_photo_2_1782431217527.jpg,False,False,
220,Safeway Northern California #1289,307937,June (invoice #170015),Safeway_Northern_California__1_307937_20260625_photo_1_1782431559847.jpg|Safeway_Northern_California__1_307937_20260625_photo_2_1782431559847.jpg,Safeway_Northern_California__1_307937_20260625_photo_1_1782431559847.jpg|Safeway_Northern_California__1_307937_20260625_photo_2_1782431559847.jpg,False,False,
221,Save Mart #623,10902755,June (invoice #170015),Save_Mart__623_10902755_20260626_photo_1_1782433233681.jpg|Save_Mart__623_10902755_20260626_photo_2_1782433233681.jpg|Save_Mart__623_10902755_20260626_photo_3_1782433233681.jpg|Save_Mart__623_10902755_20260626_photo_4_1782433233681.jpg,Save_Mart__623_10902755_20260626_photo_2_1782433233681.jpg|Save_Mart__623_10902755_20260626_photo_3_1782433233681.jpg|Save_Mart__623_10902755_20260626_photo_4_1782433233681.jpg,True,True,
222,Save Mart #623,10592273,June (invoice #170015),Save_Mart__623_10592273_20260626_photo_1_1782433411131.jpg|Save_Mart__623_10592273_20260626_photo_2_1782433411131.jpg,Save_Mart__623_10902755_20260626_photo_1_1782433233681.jpg|Save_Mart__623_10592273_20260626_photo_1_1782433411131.jpg|Save_Mart__623_10592273_20260626_photo_2_1782433411131.jpg,True,True,Save_Mart__623_10592273_20260626_1782433411131_CORRECTED_20260826.pdf
223,Raley's #420,10118660,June (invoice #170015),Raley_s__420_10118660_20260626_photo_1_1782434057997.jpg|Raley_s__420_10118660_20260626_photo_2_1782434057997.jpg,Raley_s__420_10118660_20260626_photo_1_1782434057997.jpg,True,True,
224,Raley's #420,10118661,June (invoice #170015),Raley_s__420_10118661_20260626_photo_1_1782434326401.jpg|Raley_s__420_10118661_20260626_photo_2_1782434326401.jpg,Raley_s__420_10118660_20260626_photo_2_1782434057997.jpg|Raley_s__420_10118661_20260626_photo_1_1782434326401.jpg|Raley_s__420_10118661_20260626_photo_2_1782434326401.jpg,True,True,Raley_s__420_10118661_20260626_1782434326401_CORRECTED_20260826.pdf
225,Unleashed by Petco #5304,240762,June (invoice #170015),Unleashed_by_Petco__5304_240762_20260626_photo_1_1782435445761.jpg|Unleashed_by_Petco__5304_240762_20260626_photo_2_1782435445761.jpg,Unleashed_by_Petco__5304_240762_20260626_photo_1_1782435445761.jpg|Unleashed_by_Petco__5304_240762_20260626_photo_2_1782435445761.jpg,False,False,
226,Whole Foods Market #10152-ARD,9527431,June (invoice #170015),Whole_Foods_Market__10152_ARD_9527431_20260626_photo_1_1782435997929.jpg|Whole_Foods_Market__10152_ARD_9527431_20260626_photo_2_1782435997929.jpg,Whole_Foods_Market__10152_ARD_9527431_20260626_photo_1_1782435997929.jpg|Whole_Foods_Market__10152_ARD_9527431_20260626_photo_2_1782435997929.jpg,False,False,
227,Bel-Air #502,263144,June (invoice #170015),Bel_Air__502_263144_20260626_photo_1_1782436323947.jpg|Bel_Air__502_263144_20260626_photo_2_1782436323947.jpg|Bel_Air__502_263144_20260626_photo_3_1782436323947.jpg,Bel_Air__502_263144_20260626_photo_1_1782436323947.jpg|Bel_Air__502_263144_20260626_photo_2_1782436323947.jpg|Bel_Air__502_263144_20260626_photo_3_1782436323947.jpg,False,True,
228,Save Mart #625,11236882,June (invoice #170015),Save_Mart__625_11236882_20260626_photo_1_1782437040262.jpg|Save_Mart__625_11236882_20260626_photo_2_1782437040262.jpg|Save_Mart__625_11236882_20260626_photo_3_1782437040262.jpg,Save_Mart__625_11236882_20260626_photo_1_1782437040262.jpg|Save_Mart__625_11236882_20260626_photo_2_1782437040262.jpg|Save_Mart__625_11236882_20260626_photo_3_1782437040262.jpg,False,False,
229,Save Mart #625,11236883,June (invoice #170015),Save_Mart__625_11236883_20260626_photo_1_1782437340306.jpg|Save_Mart__625_11236883_20260626_photo_2_1782437340306.jpg,Save_Mart__625_11236883_20260626_photo_1_1782437340306.jpg|Save_Mart__625_11236883_20260626_photo_2_1782437340306.jpg,False,False,
230,Target #312,9879091,June (invoice #170015),Target__312_9879091_20260626_photo_1_1782438377647.jpg|Target__312_9879091_20260626_photo_2_1782438377647.jpg,Target__312_9879091_20260626_photo_1_1782438377647.jpg|Target__312_9879091_20260626_photo_2_1782438377647.jpg,False,False,
231,Safeway Northern California #1530,305412,June (invoice #170015),Safeway_Northern_California__1_305412_20260626_photo_1_1782439360545.jpg|Safeway_Northern_California__1_305412_20260626_photo_2_1782439360545.jpg,Safeway_Northern_California__1_305412_20260626_photo_1_1782439360545.jpg|Safeway_Northern_California__1_305412_20260626_photo_2_1782439360545.jpg,False,False,
232,Safeway Northern California #1530,305435,June (invoice #170015),Safeway_Northern_California__1_305435_20260626_photo_1_1782439493191.jpg|Safeway_Northern_California__1_305435_20260626_photo_2_1782439493191.jpg|Safeway_Northern_California__1_305435_20260626_photo_3_1782439493191.jpg,Safeway_Northern_California__1_305435_20260626_photo_1_1782439493191.jpg|Safeway_Northern_California__1_305435_20260626_photo_2_1782439493191.jpg|Safeway_Northern_California__1_305435_20260626_photo_3_1782439493191.jpg,False,True,
233,Safeway #190,305000,June (invoice #170015),Safeway__190_305000_20260626_photo_1_1782440331799.jpg|Safeway__190_305000_20260626_photo_2_1782440331799.jpg,Safeway__190_305000_20260626_photo_1_1782440331799.jpg|Safeway__190_305000_20260626_photo_2_1782440331799.jpg,False,False,
234,Raleys #435,9637973,June (invoice #170015),Raleys__435_9637973_20260626_photo_1_1782440823662.jpg|Raleys__435_9637973_20260626_photo_2_1782440823662.jpg,Raleys__435_9637973_20260626_photo_1_1782440823662.jpg|Raleys__435_9637973_20260626_photo_2_1782440823662.jpg,False,False,
235,PetSmart US #50,208769,June (invoice #170015),PetSmart_US__50_208769_20260626_photo_1_1782441763978.jpg|PetSmart_US__50_208769_20260626_photo_2_1782441763978.jpg|PetSmart_US__50_208769_20260626_photo_3_1782441763978.jpg,PetSmart_US__50_208769_20260626_photo_1_1782441763978.jpg|PetSmart_US__50_208769_20260626_photo_3_1782441763978.jpg,True,True,
236,PetSmart US #50,281173,June (invoice #170015),PetSmart_US__50_281173_20260626_photo_1_1782441876658.jpg|PetSmart_US__50_281173_20260626_photo_2_1782441876658.jpg,PetSmart_US__50_208769_20260626_photo_2_1782441763978.jpg|PetSmart_US__50_281173_20260626_photo_1_1782441876658.jpg|PetSmart_US__50_281173_20260626_photo_2_1782441876658.jpg,True,True,PetSmart_US__50_281173_20260626_1782441876658_CORRECTED_20260826.pdf
237,PetSmart US #50,281183,June (invoice #170015),PetSmart_US__50_281183_20260626_photo_1_1782442203273.jpg|PetSmart_US__50_281183_20260626_photo_2_1782442203273.jpg|PetSmart_US__50_281183_20260626_photo_3_1782442203273.jpg,PetSmart_US__50_281183_20260626_photo_1_1782442203273.jpg|PetSmart_US__50_281183_20260626_photo_2_1782442203273.jpg|PetSmart_US__50_281183_20260626_photo_3_1782442203273.jpg,False,True,
238,Bel-Air #510,9330809,June (invoice #170015),Bel_Air__510_9330809_20260626_photo_1_1782496750164.jpg|Bel_Air__510_9330809_20260626_photo_2_1782496750164.jpg,Bel_Air__510_9330809_20260626_photo_1_1782496750164.jpg|Bel_Air__510_9330809_20260626_photo_2_1782496750164.jpg,False,True,
239,PetSmart US #53,272474,June (invoice #170015),PetSmart_US__53_272474_20260626_photo_1_1782497706877.jpg|PetSmart_US__53_272474_20260626_photo_2_1782497706877.jpg,PetSmart_US__53_272474_20260626_photo_1_1782497706877.jpg|PetSmart_US__53_272474_20260626_photo_2_1782497706877.jpg,False,False,
240,PetSmart US #53,207944,June (invoice #170015),PetSmart_US__53_207944_20260626_photo_1_1782497740752.jpg|PetSmart_US__53_207944_20260626_photo_2_1782497740752.jpg,PetSmart_US__53_272475_20260626_photo_1_1782497954722.jpg|PetSmart_US__53_207944_20260626_photo_2_1782497740752.jpg,True,True,PetSmart_US__53_207944_20260626_1782497740752_CORRECTED_20260826.pdf
241,PetSmart US #53,272475,June (invoice #170015),PetSmart_US__53_272475_20260626_photo_1_1782497954722.jpg|PetSmart_US__53_272475_20260626_photo_2_1782497954722.jpg,PetSmart_US__53_207944_20260626_photo_1_1782497740752.jpg|PetSmart_US__53_272475_20260626_photo_2_1782497954722.jpg,True,True,PetSmart_US__53_272475_20260626_1782497954722_CORRECTED_20260826.pdf
242,Target #2115,9600689,June (invoice #170015),Target__2115_9600689_20260626_photo_1_1782498830002.jpg|Target__2115_9600689_20260626_photo_2_1782498830002.jpg|Target__2115_9600689_20260626_photo_3_1782498830002.jpg,Target__2115_9600689_20260626_photo_1_1782498830002.jpg|Target__2115_9600689_20260626_photo_2_1782498830002.jpg|Target__2115_9600689_20260626_photo_3_1782498830002.jpg,False,False,
